sqft_above,sqft_lot15,sqft_living15
4470,97049,3850
1910,4000,2740
1060,6000,2052
2150,12550,2150
1850,8750,2680
970,3600,1180
1360,5704,1500
930,5588,1470
1430,11074,1870
860,7500,1200
820,5700,1000
1130,10113,1540
850,4150,1200
1240,38552,2060
1330,1113,1330
1880,12868,1540
1430,9095,1890
2250,37920,2350
3260,155509,2810
1830,7736,2030
720,5000,810
1050,44967,2340
1220,15378,1960
1200,79208,2320
880,7875,1500
1740,2480,1830
870,3600,1440
3220,7632,2500
1610,8459,1930
3160,38790,3140
1520,10940,2050
1060,7920,1620
2090,8100,1640
1330,20562,1350
1210,7500,2340
1510,7260,1480
2120,5313,1990
1850,13295,1528
1220,15601,1940
1490,16715,2450
4280,15069,5030
1810,6800,1490
1490,4606,1370
2500,10240,2890
1890,6803,2170
1430,7859,1310
1310,7500,1390
2850,6128,2610
1210,7508,1630
1980,8869,1930
3690,7200,1880
1200,7242,1540
1130,8100,1080
1870,219229,2040
2580,6500,910
2010,7696,2160
1720,6000,1390
1180,2812,1550
3180,29170,3715
2970,46676,3280
1590,10826,2550
1630,7700,1630
1620,7253,1640
2170,9898,2600
2150,7620,2080
1770,3200,1890
1290,11016,1980
1590,8970,1970
1370,1418,1370
1390,7800,1460
1640,18872,2630
2670,8999,2400
5400,20000,1690
1210,7350,1930
2600,5400,2270
1150,4200,1530
1410,8000,2080
1640,5650,1640
1020,13588,1860
3060,10403,1840
1150,7888,1200
2000,7611,2180
780,7830,1320
2070,4593,1880
1300,7200,2010
800,5500,1060
940,6650,2390
1590,88426,2560
1020,3420,1680
4750,18551,3120
1480,5000,1510
680,5100,1120
1030,6986,1170
1960,4000,2750
1160,7881,1570
3800,32700,3370
1150,7399,1540
1460,10050,1610
1810,6343,2250
1090,2960,1040
2670,42800,2760
1990,4300,1620
1770,5064,2470
1510,6600,990
530,20624,1930
2200,5000,2070
1490,7415,1930
990,9060,1260
1730,7311,1410
1440,9730,1460
3260,8145,2340
1450,6440,1840
2740,5476,2900
2940,10837,3110
1200,8220,1750
2070,10975,2220
1570,28200,2000
1050,27442,1380
1080,9501,1650
970,6250,1280
2200,9915,2200
1930,3600,1480
4320,20570,5070
1790,3960,1340
1560,205603,2100
2780,8094,2650
1720,8100,2210
1040,8100,1600
1370,10000,2390
740,10075,1500
1550,3710,2030
2090,32340,1820
2550,13458,3180
2460,19460,3360
1900,10920,1850
1730,7200,2340
1400,7400,1820
1140,8436,1550
1460,7644,1540
1950,9747,3020
3270,10154,3380
1210,4872,1070
1770,10462,1510
1980,5487,2550
1610,9221,2650
3040,7196,2790
3640,91040,2670
1810,4332,1740
1380,10594,1410
1810,3600,1770
1750,5472,1540
2870,9600,2940
1500,15440,2370
1370,9198,1080
1430,2500,1510
1440,10802,3520
1540,14621,2370
3230,217800,3080
1670,7210,2200
780,6000,1620
1720,15457,1550
1520,9440,2500
1480,9000,1370
2050,6400,2340
3920,112384,2970
2286,4711,2110
900,5412,1090
1740,5021,1740
1440,9000,2010
1340,9102,2090
2190,36720,2520
1660,2128,1640
1990,3800,2580
1680,8545,1990
1570,8622,1580
1150,7121,1760
1270,3000,1340
1640,1562,1680
1180,3360,1760
1650,9375,1880
1450,87991,2080
1140,8041,1480
2030,8104,2450
1360,6780,1840
2770,10505,1760
1160,7931,1910
1460,8206,1680
1160,8328,2260
1010,8591,1040
2000,4000,1690
1060,4960,1420
1510,8000,1430
780,4000,950
1550,9100,1950
1150,8125,1250
1440,11617,1280
1370,8250,1560
1140,6031,1490
1450,7245,1490
1560,6300,1620
1240,10310,2230
740,5995,1140
2927,12166,2967
2260,10800,1870
1240,7611,2260
2040,10200,1440
880,8173,1650
2780,39356,2860
1700,6120,1330
1300,1676,1420
1820,9299,2260
880,12769,2260
1870,12667,1950
1350,9920,1840
3650,7700,3220
2460,51400,2470
1720,6240,1430
1570,19509,1450
1100,7847,2550
1810,10083,1900
930,5000,1900
1590,108028,2280
1480,10080,2960
1460,8563,1060
2740,6163,3400
2920,9348,1720
910,3600,1720
1320,13639,1910
2490,5170,2490
1270,10003,1490
1130,7840,1690
2750,5376,2800
2240,3800,2000
1540,7560,2140
1270,4400,1870
1520,5500,2310
2480,8580,2220
960,9752,1240
1340,1186,1340
1090,7700,1740
1830,4800,1530
2260,6333,2650
1800,8100,1590
780,3540,1260
930,5100,1410
1900,34848,1740
1100,7650,1580
3100,7700,1650
2190,3457,2060
1200,10200,1760
1330,7202,1580
1140,2981,1150
1550,4000,2120
1290,7280,1670
1510,2055,1510
1360,8000,1790
840,12600,1430
1850,8606,2350
2290,10404,2290
3200,6850,1650
1300,9545,1680
860,7467,1280
1680,13664,1980
1070,7102,1950
1550,8800,1840
1010,8550,1840
1010,8550,1840
2410,8212,2310
1520,7506,2180
1070,16083,2050
1720,3784,1580
1270,8000,1800
1680,7257,1860
1060,6694,1090
1860,3375,2050
960,5000,2580
1480,7939,1450
1900,7361,2100
4760,5400,2940
1090,12888,1710
1910,3888,1520
1210,4000,1770
960,5175,1380
1240,4400,2080
740,5775,1640
1400,56628,2390
1230,10000,1970
3180,5942,4280
1130,8040,2240
2690,9000,1660
2530,10634,2724
1140,8144,1150
1990,7540,1850
1710,10880,2460
2560,46929,2430
940,9375,1050
2100,10425,2310
3120,25201,2420
970,6600,1200
2300,10125,1820
850,1280,950
1210,5195,1950
2990,4837,2990
1520,14900,2470
1860,6825,1990
910,6050,1730
1950,5611,1760
1890,7867,2250
1710,9271,2070
1090,10480,2150
1880,26372,2560
2580,8403,2410
1540,10212,1480
1050,6600,1330
1210,5000,1780
1300,12000,1930
980,7200,2030
1990,7150,1990
2420,19910,3330
1040,3500,1480
1240,7700,1500
1450,7980,1900
3570,5347,2690
3450,8076,2650
2700,9219,2760
1280,7000,1670
1210,7700,1510
1220,14677,2520
2740,8638,2030
1370,1180,1320
2800,7845,3610
1060,6780,1300
790,7128,810
790,7128,810
2820,5150,2820
1850,9600,1770
1110,9720,1900
3230,144619,1600
980,8572,1400
8570,8800,3940
3480,9642,3290
2970,4000,1190
840,4652,1270
1620,6050,2330
1120,15200,2050
1920,8628,1820
1750,1533,1370
1630,7500,2440
620,12150,1300
1140,10098,1840
1500,5000,1670
1300,8698,1640
1320,8008,2030
1740,9513,1830
1180,10234,1880
1190,8325,2240
3020,12941,4940
4360,27521,4770
2410,14566,3460
4260,8970,1950
920,10000,1340
1040,4000,1170
960,7250,1540
2460,12229,2540
830,3844,1300
1050,8850,2690
1560,5640,2140
5140,10429,2470
1860,217800,2500
1350,49222,2310
1930,5450,2320
1150,8196,1680
1130,12425,2040
1320,6250,1460
1000,6000,1840
1030,7627,1710
1510,10908,1900
1220,9600,1720
1390,7155,2180
1660,36017,2740
1410,7150,1750
1679,358934,1850
1430,13140,1890
1900,10480,1830
1200,3500,1530
1640,10277,2270
1210,5264,1450
1190,4420,1950
2740,10554,2690
1811,4150,1811
2120,7700,2340
1520,7700,1540
1220,7614,1790
930,4800,1230
1740,6813,1720
2849,8897,3190
840,8461,1650
3000,6589,3000
3330,25493,3880
860,4680,1720
3920,13287,3450
1500,7734,2700
1050,7350,1950
1180,7275,1210
1600,5750,1690
1160,1095,1190
1290,5376,1180
1460,9199,2100
1280,9775,1230
1300,8303,1930
1450,8942,1260
2680,7700,2400
830,4000,1250
1320,8319,1320
670,9525,1080
2670,36284,2290
2090,24000,2150
3370,8113,2470
940,5296,1340
840,5132,1280
2520,29972,1490
820,6786,1330
940,7200,1390
2800,7620,2190
1810,3295,2060
810,5245,1700
1720,7790,1610
2170,12844,1270
3200,83199,3430
1440,9230,1440
1820,4200,2130
1620,8905,2620
1676,18778,1410
4410,36200,4830
1910,9259,2510
1670,4996,1670
2050,11424,1980
2760,16679,3280
1080,5365,1870
1320,7500,1580
1670,5298,1920
1400,10000,1430
2110,10400,1460
2160,5152,1980
1380,14675,2550
3320,9226,3160
3220,11521,2876
1340,6000,2600
2490,34705,2900
1640,7180,1510
1130,7419,1730
3340,123600,3730
1580,3799,1770
1130,13875,3130
1370,9465,1730
2840,10200,2540
1940,7500,1650
1757,11125,1850
980,5100,1190
2470,9151,2470
1210,9363,1610
1090,12530,1540
780,1319,1040
720,7360,2600
1630,4080,1950
1590,7200,1600
2020,2155,2340
2040,7052,3110
1660,6600,1720
2070,5000,2630
1250,7000,1680
940,8100,1050
1520,6157,1710
2620,14096,3010
3730,7680,3730
1600,1348,1600
2095,3402,1805
4230,35576,4080
1860,6500,2500
1300,20908,2960
1300,8089,1920
2000,15760,4100
1320,7249,1720
890,8025,2020
1210,2910,1720
2620,37042,2620
1220,17424,1840
800,9000,820
1070,6000,1130
1660,7350,2150
1530,7930,1610
4280,10031,2360
2870,6658,2770
2540,6303,2380
1780,4480,2050
1740,9638,1540
2441,7357,2724
1030,8384,1950
2060,43995,2320
1620,6780,1760
2930,10920,1960
910,4794,1320
3580,6037,2180
1450,5200,1060
1900,12868,1900
1050,4685,1510
1610,10500,1410
720,8075,1690
1020,9622,1210
1250,9648,1440
2700,8506,1640
990,10364,1216
2850,12672,2480
3500,16440,3120
1400,61419,2560
2310,5670,2700
1200,8000,1540
1840,4011,2120
1740,6509,1490
2880,3800,2050
3020,18321,3880
2160,7971,1990
2720,15188,2290
1860,10400,3150
1150,6120,1350
1770,121097,1340
1470,8865,2360
3280,10108,2900
1800,10400,2480
1590,12997,2120
1260,8120,1760
1310,10113,1690
2190,10472,2470
1170,5160,1960
1510,4000,1680
1300,1715,1490
1400,7920,2220
2340,9116,1920
940,19000,2280
1470,6584,1720
1650,12495,1370
1110,7597,1690
2710,38190,2560
1420,35717,2010
950,6380,1400
4380,62291,5170
2150,6300,2390
1690,7425,1680
1600,10800,2280
720,6480,2160
1440,6000,2320
2400,7756,2330
1610,6000,1310
3470,12283,2220
2070,6175,1940
2420,8534,1950
1760,7400,1940
1060,12580,2200
1250,8840,2100
2740,9453,2830
1830,7585,2070
970,8472,1650
1000,16846,1140
1950,4800,2220
1170,8760,1810
1620,10370,1260
1710,12160,1610
1060,4600,1220
1380,7700,2170
1540,8125,1550
1080,7715,1780
1920,10230,1530
2440,4502,2410
1640,9040,1540
2420,179467,2780
990,3150,1410
2910,13992,2870
1010,5000,2310
1220,7860,1770
1430,6000,1350
2240,13749,3800
3080,12221,2920
1370,10703,2580
2160,107157,2480
1200,6598,1290
1640,5100,1240
870,5750,1100
2410,8347,1940
1770,17904,3240
990,7295,1350
1500,4080,1350
1790,5180,1950
1490,4981,2488
3100,15050,3960
1620,6130,1380
1290,5987,2120
990,8145,1200
1560,7352,1810
910,5000,1370
2370,54707,1640
940,7590,1250
1860,9600,2750
1010,3000,1330
2120,92423,1304
1530,8712,1500
1810,40415,1540
1040,9600,1250
1160,1566,1160
1130,8137,1430
2280,6167,2640
1200,7800,1590
1520,6000,1810
1270,1360,1180
2730,6126,2520
1340,1375,1410
1240,9300,1250
1800,7210,2210
1220,3750,1220
2163,9600,1760
1860,4246,1860
810,5253,1890
1950,8479,1980
1390,6397,1630
1830,3600,2120
870,5160,1420
1010,4515,750
1840,4337,2250
1650,5885,1670
1430,18110,1920
2250,5100,1440
1100,4000,1900
1646,8889,1975
5250,48352,2500
1390,7500,1470
780,6960,1270
1090,6000,1590
970,7650,970
2810,7200,2490
1090,10419,1720
1940,108900,2060
1480,8625,1780
1190,8195,1920
2000,10374,2170
1390,4125,2340
1120,4500,1440
1070,1193,1320
1720,3974,1780
3680,7180,3310
1040,9318,1860
1270,8795,1810
2795,14567,2750
1120,5000,1370
1830,8372,1770
1690,8400,1890
1500,6337,1420
1250,8560,1950
2490,6381,2420
1780,37680,2070
1110,10395,1230
2500,4750,2690
1480,7201,1430
2570,106722,2570
810,5060,900
1560,6310,2460
2180,9520,2520
3230,14311,3840
4210,10200,3860
1780,10265,2500
1750,4080,2160
1090,8065,1560
1000,11600,1740
1290,6860,1690
1320,4440,1260
790,4720,1110
2440,14754,2590
1290,4811,1310
680,1267,1120
1240,3960,1500
1160,12645,1570
2230,9412,2160
1010,9179,1700
1980,12300,1420
1470,14406,1720
1520,7500,1650
1930,8442,1790
1330,5000,1330
1580,10552,1580
1370,9520,1370
1560,9450,2110
1390,9697,1400
1330,9890,1510
1320,6592,1110
1330,10464,1580
1080,7200,2660
1140,1321,1640
1770,6200,2450
1700,8100,2410
1270,3600,1490
2910,9000,2530
1560,5752,1860
770,4840,930
1770,9100,1960
780,4800,1170
2890,8879,3000
1380,9800,2110
610,1675,1240
950,7056,1400
820,3915,1420
720,4538,1510
1070,4650,1240
1300,8941,1300
1790,11513,1660
1470,3573,1760
1550,12055,2580
980,3333,1450
2130,4000,2010
1360,12939,1360
1360,1319,1580
1300,11070,2500
1450,19500,2980
2300,5931,1640
1060,9660,1500
940,9458,1450
780,30847,1750
1200,11826,1250
1340,10454,2474
1100,4366,1630
2890,7184,2640
1230,8747,1930
1030,7250,1160
1140,5000,1370
2600,4080,2490
950,6000,1440
1060,8914,1460
2010,68825,2450
1080,7350,1730
1530,35000,2310
1300,7969,1760
3300,7561,2470
2970,7200,4190
2870,95950,2500
2260,5172,2680
3880,5300,2620
1450,6370,2380
950,7938,1360
1290,11016,1730
3070,21803,3070
1500,8173,1970
1260,5760,2090
1750,1985,1760
2250,9520,1890
1100,11610,1100
1400,7872,1280
920,7335,1230
1600,13609,2880
2360,4085,3450
2060,3904,2240
2320,4765,1680
2440,10728,2500
1760,14469,1780
3270,37457,1870
1220,6600,2240
2020,4000,1960
1000,7962,1370
1590,8977,1960
1730,9108,2120
2010,8055,2030
1160,7176,1540
3950,16900,4590
780,3000,1400
730,4560,1780
1360,8022,1880
2260,12641,2640
2170,8869,1850
1530,3985,1720
1270,7727,2440
1120,7530,1490
1960,7769,1580
2190,8400,2170
1690,4733,1830
1190,10180,1830
1470,14186,2230
2550,5400,2640
2130,6000,1490
3650,53143,2820
2420,116740,2760
800,6000,1100
3470,11875,4130
1030,6000,1420
1630,7800,1470
2010,6045,2450
1360,4500,1820
1480,8940,2330
2830,10443,2470
1280,6750,1970
1340,5350,2210
2130,8178,2150
2900,12131,2540
2415,2165,2660
3750,7255,3120
1010,7500,1230
990,6110,840
1200,4576,1530
1060,10580,2320
3200,6140,2480
1010,10360,1810
1670,19465,1810
1850,13761,2470
1100,5000,1020
830,5750,1660
1400,7500,1980
1890,12160,2590
1470,8400,1980
1940,4080,1470
1090,3330,1090
1970,9636,2640
980,1242,1270
3690,12382,3770
3220,38448,3090
810,1344,1300
1300,7383,1990
1470,3050,2410
1150,10690,1390
2050,5153,2050
3230,7772,3230
2940,4922,2970
1220,4120,1830
1690,4000,2350
1440,16400,2430
2230,6882,2230
1210,1407,1190
750,7500,1140
1770,7345,1580
1020,12745,1490
2050,8856,2910
1480,45738,2000
1090,7140,2180
920,7860,1320
3440,18365,3250
1610,15479,1610
1470,7620,1340
1000,6963,1410
1270,7563,1850
790,5120,1250
1630,9282,1420
1220,15999,1610
2210,5400,1620
600,5000,1470
810,7200,950
1660,3240,2200
1200,9128,1290
2310,39900,2020
2650,34000,1960
3130,10049,3250
860,9086,1390
990,9260,1370
4030,11700,1830
1570,1799,1470
740,6053,1230
1140,5280,1140
1230,7800,1260
3080,9994,2740
1990,8034,2580
700,5621,1020
1320,1686,1710
860,9975,990
2160,11977,3990
1840,30000,2500
3000,8450,3000
1670,7500,1980
690,6400,1000
800,7733,1150
900,5000,1150
1400,8100,1520
960,230868,1830
1300,6222,2130
2020,8000,2320
1060,7350,1060
1130,5060,1260
2510,8017,1870
2510,8017,1870
1530,5000,1210
1070,9461,1730
3580,43093,2070
2230,8770,2270
1800,7467,2500
1670,4600,1820
2150,8995,2230
2020,4140,2030
2230,8238,1900
740,6300,740
2020,8625,1770
1730,4094,1730
1370,7820,1850
1210,6380,1340
2160,4650,1750
1550,5627,1650
970,6002,2130
2020,215622,1810
1240,8625,1980
2090,3900,2110
1140,16228,1000
2400,3946,2250
2290,8035,1770
1610,7392,1450
1490,11622,2640
850,5170,850
920,1598,1110
1330,6180,1560
1340,7260,1210
1420,9385,3170
920,4305,1420
1360,6000,1710
1010,8623,1710
2330,23135,3020
1720,4000,1760
1200,7420,1200
2210,8500,1100
1050,3680,1580
1300,10215,2250
3970,194676,3970
1800,9860,2800
1640,7900,2170
1170,5400,1100
2270,18450,2150
1280,5286,1330
1950,3225,1980
1170,3840,1610
1170,7045,1980
1000,5001,1600
950,4080,1120
2090,16200,3560
2230,15177,4060
2230,15177,4060
1150,8924,1492
1150,8924,1492
910,6766,1400
1830,7500,1880
1070,7788,1680
1580,4150,1760
1040,1213,1340
2950,5668,1860
740,4635,1330
1690,42740,3380
910,4141,1310
2480,7704,1850
1330,8260,2080
1750,4000,1730
1170,3136,1250
1250,10620,1440
1540,35160,2620
1050,2772,1890
1400,7800,1400
1120,10000,2380
3150,5886,2650
4200,12881,3990
1400,8721,1450
2500,4950,2500
1390,2617,1100
2310,20000,3130
1310,8100,1420
950,3800,1270
1490,1709,1364
1300,6009,1640
1340,4200,990
1030,6631,1420
1970,8220,1950
790,7399,850
3330,14484,3470
2168,9750,2168
4140,11529,4140
1560,8100,2090
1720,4200,1720
2110,11489,3890
1710,5040,1600
1060,8086,1550
1570,11200,1660
1370,8800,1710
1200,7500,2390
1068,1315,1078
1110,8994,2220
880,7575,1800
1310,9600,1710
1350,25675,1320
1400,1449,1490
1170,7320,2040
720,1249,1470
1300,3844,1290
2010,11477,1890
1590,6380,1730
1470,9750,1300
1580,9600,1480
1970,10573,2250
2330,5265,1980
5240,6477,3130
1230,10170,1250
2570,8521,2570
3440,6915,3200
3330,20053,2870
1780,2426,1670
2110,6311,2720
2770,7447,3410
1590,3383,1820
1140,1531,1460
1700,10180,2520
1530,9046,1670
2000,3750,1520
1010,7719,1220
3050,7228,2580
1160,10050,1160
1100,4109,1470
780,1734,1560
790,3638,1190
1380,8320,1740
2350,9403,1640
970,6847,1600
2930,6051,2600
1130,7560,1500
1060,8108,1400
3190,13068,2790
3080,6483,3540
1070,5500,1830
2720,149410,2560
1360,12600,2830
800,4000,1430
2290,36961,1660
2150,10699,2400
1170,7678,1870
1010,5488,1200
2730,10872,2730
1090,10440,1090
2560,8784,2800
1160,6132,1280
1010,4000,1470
1650,7930,1510
1220,11571,1790
760,3759,1620
1509,2431,1509
1300,11822,2380
1954,3259,1714
2800,7694,2420
1270,6405,1110
1080,7601,1570
2410,8095,2420
1690,7999,2610
1190,6000,1200
1280,7810,1450
1460,9293,2200
1130,6380,1090
1130,7200,1900
1700,8165,2460
2680,8505,2810
1680,9448,1690
1120,9918,1210
1040,7200,1640
1790,2560,1780
2410,16424,2420
2140,7806,2990
800,5150,1280
870,5000,1450
990,8990,1560
1800,9231,1970
1380,9256,1450
2620,4800,2280
2290,3640,2290
2200,2250,1780
1850,11770,2030
1260,5000,2200
860,10248,1660
910,5000,1050
2820,8600,2360
930,4779,930
2190,4560,2190
3430,7800,1530
1480,7200,2600
770,6063,780
3740,17826,3670
1830,9689,2730
1650,4500,1650
780,4000,1150
1260,1135,1260
2320,5750,2230
1060,7800,2140
1600,8400,1380
1100,6500,2250
1450,8000,1270
990,11250,2320
1120,6328,1410
1680,16536,2200
1110,7107,1510
3070,9218,2190
1940,4892,2070
3050,12558,3543
1240,3600,1680
3380,7805,2790
3190,7828,2970
1390,6860,1720
1660,10875,1380
2070,9572,1300
2070,9572,1300
930,4000,1110
1570,10230,2020
1070,8704,1330
1780,31900,2180
1230,15450,1550
1390,9023,1760
1600,8400,2160
850,4840,1180
2000,4889,2410
2400,6519,2460
1510,10295,1660
1300,21100,2080
1440,7208,1940
810,6827,990
690,4120,1240
2950,7875,1620
1280,9600,2190
2830,5750,1750
1460,8290,1470
1180,4063,1660
1100,9220,1100
2100,7480,2060
1310,2550,1360
750,3090,1350
1720,5000,1720
3200,9430,1730
1000,1852,1320
1830,6807,1340
2760,5500,2530
1620,4850,2030
1850,8482,1540
1520,26572,1800
1590,7455,1790
1100,10609,1810
1560,4380,2000
2630,66647,2270
2070,19729,3620
2440,5212,2440
3480,9400,2800
1560,4800,1360
3160,10043,3450
1330,3679,1220
960,10980,1480
2570,157687,2280
1270,6960,1870
1550,5650,1660
2590,11050,2620
3030,8830,2570
1240,5700,2110
1040,8925,1040
1270,7600,1760
1190,5100,1920
1360,8800,1720
1390,10530,1750
2050,4000,1940
2330,6505,3020
1240,5500,1520
3030,34932,2600
1130,6000,1870
1490,8632,1450
1510,8902,1370
1320,35100,1660
2330,5783,2330
1120,6300,1340
2050,51400,2240
1130,10103,1770
2200,74487,1710
670,7957,1600
1010,7210,1620
1690,35656,2110
3410,25865,1660
1330,7800,1690
1990,2665,1990
1500,5000,2130
910,8640,1310
1080,7700,1690
1040,8200,1420
1190,1245,1460
1120,7545,1320
4820,10454,3270
2310,10523,1430
2190,37901,2460
930,3810,1303
1060,3060,1410
3840,35181,3810
1560,7200,1830
1320,7952,1650
970,9000,1850
930,10304,1910
1080,8786,1830
770,8550,1140
1050,9120,2060
990,2805,1260
940,7440,2030
1440,5238,1530
980,4641,1240
1460,5407,1390
2920,6605,3030
1730,35508,1750
1570,2952,1970
970,4233,1340
2800,8194,3610
1580,4440,1190
920,3000,1270
1330,5150,1150
720,7620,1640
1651,89595,1510
3150,6000,1880
800,8019,1220
3190,5857,3100
1140,7287,1120
1100,3082,1100
1010,7896,1540
1010,7896,1540
1140,9222,1800
1040,7480,1860
1820,12285,1480
1470,5065,1660
770,8777,1100
1190,10514,1950
480,4803,890
1260,3876,1130
870,10404,1370
2600,15081,4010
1280,7268,2340
1770,2891,1760
1670,6825,1570
3600,21780,2860
1230,1107,1380
3270,35998,3480
3100,22302,3000
950,8111,1690
1750,2731,1650
2160,11214,2910
2090,5400,1600
2060,5000,3680
840,7500,1340
1230,8749,1800
980,7200,1440
3460,4769,2750
1330,9200,1590
1220,78408,1340
1760,8925,2620
1510,59612,2720
1460,8500,1460
1900,35847,1950
1240,10700,2610
3100,7638,3350
900,268765,1440
1260,5000,1470
1760,3568,2740
920,6480,980
1220,4200,1970
2370,6137,2590
1460,7524,2040
1480,8379,1720
1050,9525,2400
1720,14444,1690
1170,7500,1130
1090,8982,2010
1650,7048,1850
3570,5750,2770
1780,9680,2005
1250,7268,2120
2170,4590,1910
2220,8396,1660
1030,2566,1270
2000,36868,2390
1270,7560,1480
1810,7965,1860
1450,7800,1450
1170,1116,1170
1730,6930,1780
2680,98445,2340
1260,12320,2500
1020,8892,1320
1970,8460,1970
830,5100,1220
3250,11490,3640
800,9450,1090
720,11770,1770
1030,4700,1030
4100,207141,3620
1410,5250,2640
770,10800,2020
1100,8560,2230
1540,7800,1510
1220,11200,1490
1870,4029,2190
1940,10952,2210
1690,11084,1990
1610,7194,1640
670,4720,1480
1752,9000,1800
1540,6216,1630
3160,94663,2110
2570,39634,2990
1080,7500,1400
860,6000,900
1680,27600,1610
930,18321,2000
1150,8462,1610
2120,5120,1960
3330,21796,3330
1850,6967,2260
1160,8772,1690
1350,10078,2580
640,7424,840
3880,4651,2160
2770,8558,3450
1510,8400,2220
2340,3230,2200
1430,2135,1310
1920,11859,1920
3630,12672,3220
790,5150,1460
1350,6000,2060
1350,4000,1900
1470,9780,1480
1680,5500,1890
1290,9600,1720
2030,10008,2130
1760,6120,1760
1350,8880,1300
1080,7436,1620
1260,7200,2120
1180,8410,1470
1400,11900,2820
1820,19837,3060
1610,9225,1730
2660,7388,2820
1730,7717,2040
1000,6947,1000
1140,1264,1330
1420,4890,2140
1280,21750,1520
1400,8855,1360
1440,8436,2210
1200,9085,1200
1080,5950,1170
960,5000,1010
2090,8400,2550
1290,11839,1770
1140,5750,1190
1750,5200,2060
2580,10165,2690
2650,6490,2610
970,6398,1950
1640,9750,1340
620,7620,1160
1440,8370,1440
1160,10087,1130
1070,2880,2030
3560,11116,1710
1720,13104,1840
1530,9800,1660
1270,7210,1830
1510,34326,1600
880,5500,1080
1320,5100,1130
820,4013,1410
860,11250,1140
860,11250,1140
1210,5000,1160
1550,192268,1200
1430,18364,2140
1060,6986,1380
2540,7438,2260
2490,12929,2440
670,1740,1220
1320,2040,1430
950,8280,1000
1060,6174,1640
980,9250,1520
1410,1253,1410
880,1809,1620
1400,8785,1400
1320,14550,1920
1900,8028,1790
1510,34525,2730
1930,35915,2890
2885,16000,1910
1980,9933,2130
1710,8750,1900
2980,45596,2530
3290,8549,2210
1180,11750,2150
1360,8595,1750
1100,7700,1430
1870,3480,2160
1450,10136,2390
1320,8463,1600
2830,6600,3650
2250,8187,2290
1710,15144,1650
2160,8995,2490
